Expert,Shortfall,BestEstimateR,MinKnowledge,MaxKnowledge,ConfExpert,CredExpert,Domain,Group,FuncGroup,Subgroup
Annon17,ELTONIAN,50,40,60,60,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon17,ELTONIAN,50,40,60,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon17,ELTONIAN,55,50,60,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon17,ELTONIAN,55,50,60,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon17,HUTCHINSONIAN,50,45,55,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon17,HUTCHINSONIAN,50,45,55,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon17,HUTCHINSONIAN,60,55,65,60,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon17,HUTCHINSONIAN,70,65,75,60,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon17,HUTCHINSONIAN,75,70,80,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon17,LINNEAN,75,65,85,60,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon17,LINNEAN,80,70,90,60,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon17,LINNEAN,80,70,90,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon17,LINNEAN,80,70,90,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon17,LINNEAN,80,70,90,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon17,PRESTONIAN,45,40,50,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon17,PRESTONIAN,45,40,50,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon17,PRESTONIAN,55,50,60,60,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon17,PRESTONIAN,55,50,60,60,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon17,PRESTONIAN,60,50,70,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon17,RAUNKIAERAN,50,45,55,60,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon17,RAUNKIAERAN,50,45,55,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon17,RAUNKIAERAN,50,45,55,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon17,RAUNKIAERAN,55,50,60,60,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon17,RAUNKIAERAN,55,50,60,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon17,WALLACEAN,55,50,60,70,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon17,WALLACEAN,55,50,60,70,80,Animalia,Invertebrata,Parasite,Gastro-Parasitoids
Annon17,WALLACEAN,63,60,66,60,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon17,WALLACEAN,70,65,75,60,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon17,WALLACEAN,80,70,90,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon18,DARWINIAN,10,0,15,80,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon18,DARWINIAN,30,10,60,80,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon18,DARWINIAN,30,10,45,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon18,DARWINIAN,40,30,60,80,80,Fungi,Holomycota,Lichenic fungi,
Annon18,DARWINIAN,50,30,60,90,80,Plantae,Embryophyta,Bryophytes,
Annon18,DARWINIAN,50,20,90,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon18,DARWINIAN,95,90,100,90,80,Plantae,Embryophyta,Vascular,
Annon18,ELTONIAN,1,5,15,80,80,Fungi,Holomycota,Lichenic fungi,
Annon18,ELTONIAN,5,1,15,90,80,Plantae,Embryophyta,Bryophytes,
Annon18,ELTONIAN,15,30,40,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon18,ELTONIAN,20,10,30,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon18,ELTONIAN,25,10,35,80,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon18,ELTONIAN,25,10,35,80,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon18,ELTONIAN,50,40,60,90,80,Plantae,Embryophyta,Vascular,
Annon18,HUTCHINSONIAN,10,20,30,80,80,Fungi,Holomycota,Lichenic fungi,
Annon18,HUTCHINSONIAN,15,5,30,80,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon18,HUTCHINSONIAN,25,10,40,90,80,Plantae,Embryophyta,Bryophytes,
Annon18,HUTCHINSONIAN,35,20,50,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon18,HUTCHINSONIAN,40,20,60,80,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon18,HUTCHINSONIAN,40,20,60,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon18,HUTCHINSONIAN,80,70,90,90,80,Plantae,Embryophyta,Vascular,
Annon18,LINNEAN,50,30,60,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon18,LINNEAN,80,70,95,80,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon18,LINNEAN,85,70,95,80,80,Fungi,Holomycota,Lichenic fungi,
Annon18,LINNEAN,90,85,100,80,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon18,LINNEAN,90,80,95,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon18,LINNEAN,95,90,98,90,80,Plantae,Embryophyta,Bryophytes,
Annon18,LINNEAN,100,100,100,90,80,Plantae,Embryophyta,Vascular,
Annon18,PRESTONIAN,1,5,10,80,80,Fungi,Holomycota,Lichenic fungi,
Annon18,PRESTONIAN,5,1,10,90,80,Plantae,Embryophyta,Bryophytes,
Annon18,PRESTONIAN,5,0,10,80,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon18,PRESTONIAN,10,1,20,90,80,Plantae,Embryophyta,Vascular,
Annon18,PRESTONIAN,10,1,15,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon18,PRESTONIAN,25,10,35,80,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon18,PRESTONIAN,50,30,60,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon18,RAUNKIAERAN,5,15,30,80,80,Fungi,Holomycota,Lichenic fungi,
Annon18,RAUNKIAERAN,10,5,20,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon18,RAUNKIAERAN,10,5,20,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon18,RAUNKIAERAN,10,5,15,80,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon18,RAUNKIAERAN,20,10,40,90,80,Plantae,Embryophyta,Bryophytes,
Annon18,RAUNKIAERAN,20,5,30,80,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon18,RAUNKIAERAN,75,60,90,90,80,Plantae,Embryophyta,Vascular,
Annon18,WALLACEAN,30,20,50,80,80,Animalia,Invertebrata,Parasite,Ectoparasite
Annon18,WALLACEAN,40,20,50,80,80,Animalia,Invertebrata,Free living invertebrates,Non arthropods
Annon18,WALLACEAN,80,60,90,90,80,Animalia,Invertebrata,Free living invertebrates,Soil Arthropoda
Annon18,WALLACEAN,80,60,90,80,80,Fungi,Holomycota,Lichenic fungi,
Annon18,WALLACEAN,85,70,90,90,80,Plantae,Embryophyta,Bryophytes,
Annon18,WALLACEAN,85,70,90,80,80,Animalia,Invertebrata,Free living invertebrates,Crustaceans
Annon18,WALLACEAN,100,95,100,90,80,Plantae,Embryophyta,Vascular,
Annon19,DARWINIAN,85,65,90,80,80,Animalia,Vertebrata,Aves,Other seabirds
Annon19,DARWINIAN,90,85,95,80,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon19,DARWINIAN,90,85,95,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon19,DARWINIAN,95,85,100,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon19,ELTONIAN,50,65,80,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon19,ELTONIAN,60,50,70,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon19,ELTONIAN,70,55,80,80,80,Animalia,Vertebrata,Aves,Other seabirds
Annon19,ELTONIAN,75,60,80,80,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon19,HUTCHINSONIAN,40,35,60,80,80,Animalia,Vertebrata,Aves,Other seabirds
Annon19,HUTCHINSONIAN,40,30,60,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon19,HUTCHINSONIAN,50,20,60,80,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon19,HUTCHINSONIAN,50,20,60,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon19,LINNEAN,90,85,100,80,80,Animalia,Vertebrata,Aves,Other seabirds
Annon19,LINNEAN,100,99,100,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon19,LINNEAN,100,95,100,80,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon19,LINNEAN,100,97,100,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon19,PRESTONIAN,65,55,75,80,80,Animalia,Vertebrata,Aves,Other seabirds
Annon19,PRESTONIAN,75,60,85,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon19,PRESTONIAN,80,70,90,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon19,PRESTONIAN,85,80,90,80,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon19,RAUNKIAERAN,40,60,70,80,80,Animalia,Vertebrata,Mammalia,Otarids
Annon19,RAUNKIAERAN,60,40,70,80,80,Animalia,Vertebrata,Aves,Other seabirds
Annon19,RAUNKIAERAN,60,30,70,80,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon19,RAUNKIAERAN,60,30,70,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon19,WALLACEAN,40,25,60,80,80,Animalia,Vertebrata,Aves,Other seabirds
Annon19,WALLACEAN,60,50,70,80,80,Animalia,Vertebrata,Mammalia,Phocids
Annon19,WALLACEAN,75,70,80,80,80,Animalia,Vertebrata,Aves,Spheniciformes
Annon19,WALLACEAN,75,70,80,80,80,Animalia,Vertebrata,Mammalia,Otarids
